"year","state","ecvotes","dem","rep","other","total"
2000,"Michigan",18,2170418,1953139,109154,4232711
2000,"Minnesota",10,1168266,1109659,160760,2438685
2000,"Mississippi",7,404964,573230,16732,994926
2000,"Missouri",11,1111138,1189924,58830,2359892
2000,"Montana",3,137126,240178,33693,410997
2000,"Nebraska",5,231780,433862,31377,697019
2000,"Nevada",4,279978,301575,27417,608970
2000,"New Hampshire",4,266348,273559,29174,569081
2000,"New Jersey",15,1788850,1284173,114203,3187226
2000,"New Mexico",5,286783,286417,25405,598605
2000,"New York",33,4113791,2405676,311711,6831178
2000,"North Carolina",14,1257692,1631163,22407,2911262
2000,"North Dakota",3,95284,174852,18131,288267
2000,"Ohio",21,2186190,2351209,168058,4705457
2000,"Oklahoma",8,474276,744337,15616,1234229
2000,"Oregon",7,720342,713577,100049,1533968
2000,"Pennsylvania",23,2485967,2281127,146025,4913119
2000,"Rhode Island",4,249508,130555,29049,409112
2000,"South Carolina",8,566039,786426,31312,1383777
2000,"South Dakota",3,118804,190700,6765,316269
2000,"Tennessee",11,981720,1061949,32512,2076181
2000,"Texas",32,2433746,3799639,174252,6407637
2000,"Utah",5,203053,515096,52605,770754
2000,"Vermont",3,149022,119775,25511,294308
2000,"Virginia",13,1217290,1437490,84667,2739447
2000,"Washington",11,1247652,1108864,132229,2488745
2000,"West Virginia",5,295497,336475,16152,648124
2000,"Wisconsin",11,1242987,1237279,118341,2598607
2000,"Wyoming",3,60481,147947,9923,218351
2004,"Alabama",9,693933,1176394,13122,1883449
2004,"Alaska",3,111025,190889,10684,312598
2004,"Arizona",10,893524,1104294,18284,2016102
2004,"Arkansas",6,469953,572898,12094,1054945
2004,"California",55,6745485,5509826,166548,12421859
2004,"Colorado",9,1001725,1101256,27344,2130325
2004,"Connecticut",7,857488,693826,27455,1578769
2004,"Delaware",3,200152,171660,3458,375270
2004,"D. C.",3,202970,21256,3360,227586
2004,"Florida",27,3583544,3964522,61744,7609810
2004,"Georgia",15,1366149,1914254,24078,3304481
2004,"Hawaii",4,231708,194191,3114,429013
2004,"Idaho",4,181098,409235,8114,598447
2004,"Illinois",21,2891550,2345946,36826,5274322
2004,"Indiana",11,969011,1479438,19553,2468002
2004,"Iowa",7,741898,751957,13053,1506908
2004,"Kansas",6,434993,736456,16307,1187756
2004,"Kentucky",8,712733,1069439,13907,1796079
2004,"Louisiana",9,820299,1102169,20638,1943106
2004,"Maine",4,396842,330201,13709,740752
2004,"Maryland",10,1334493,1024703,27482,2386678
2004,"Massachusetts",12,1803800,1071109,37479,2912388
2004,"Michigan",17,2479183,2313746,46323,4839252
2004,"Minnesota",10,1445014,1346695,36678,2828387
2004,"Mississippi",6,458094,684981,9290,1152365
2004,"Missouri",11,1259171,1455713,16480,2731364
2004,"Montana",3,173710,266063,10672,450445
2004,"Nebraska",5,254328,512814,11044,778186
2004,"Nevada",5,397190,418690,13707,829587
2004,"New Hampshire",4,340511,331237,5990,677738
2004,"New Jersey",15,1911430,1670003,30704,3612137
2004,"New Mexico",5,370942,376930,8432,756304
2004,"New York",31,4314280,2962567,115107,7391954
2004,"North Carolina",15,1525849,1961166,13992,3501007
2004,"North Dakota",3,111052,196651,5130,312833
2004,"Ohio",20,2741167,2859768,26973,5627908
2004,"Oklahoma",7,503966,959792,0,1463758
2004,"Oregon",7,943163,866831,26788,1836782
2004,"Pennsylvania",21,2938095,2793847,37648,5769590
2004,"Rhode Island",4,259760,169046,8328,437134
2004,"South Carolina",8,661699,937974,18057,1617730
2004,"South Dakota",3,149244,232584,6387,388215
2004,"Tennessee",11,1035160,1383336,16453,2434949
2004,"Texas",34,2832704,4526917,51144,7410765
2004,"Utah",5,241199,663742,22903,927844
2004,"Vermont",3,184067,121180,7062,312309
2004,"Virginia",13,1454742,1716959,26666,3198367
2004,"Washington",11,1510201,1304894,46618,2861713
2004,"West Virginia",5,326541,423778,5568,755887
2004,"Wisconsin",10,1489504,1478120,29383,2997007
2004,"Wyoming",3,70776,167629,5023,243428
2008,"Alabama",9,813479,1266546,19794,2099819
2008,"Alaska",3,123594,193841,8762,326197
2008,"Arizona",10,1034707,1230111,39020,2303838
2008,"Arkansas",6,422310,638017,26290,1086617
2008,"California",55,8274473,5011781,296829,13583083
2008,"Colorado",9,1288633,1073629,39200,2401462
2008,"Connecticut",7,997773,629428,19592,1646793
2008,"Delaware",3,255459,152374,4783,412616
2008,"D. C.",3,245800,17367,2686,265853
2008,"Florida",27,4282367,4046219,83662,8412248
2008,"Georgia",15,1844123,2048759,39276,3932158
2008,"Hawaii",4,325871,120566,7131,453568
2008,"Idaho",4,236440,403012,19002,658454
2008,"Illinois",21,3419348,2031179,79652,5530179
2008,"Indiana",11,1374039,1345648,36971,2756658
2008,"Iowa",7,828940,682379,25804,1537123
2008,"Kansas",6,514765,699655,24453,1238873
2008,"Kentucky",8,751985,1048462,27140,1827587
2008,"Louisiana",9,782989,1148275,29497,1960761
2008,"Maine",4,421923,295273,13967,731163
2008,"Maryland",10,1629467,959862,42267,2631596
2008,"Massachusetts",12,1904098,1108854,68117,3081069
2008,"Michigan",17,2872579,2048639,89388,5010606
2008,"Minnesota",10,1573354,1275409,61606,2910369
2008,"Mississippi",6,554662,724597,10680,1289939
2008,"Missouri",11,1441911,1445814,41386,2929111
2008,"Montana",3,232159,243882,16709,492750
2008,"Nebraska",5,333319,452979,14983,801281
2008,"Nevada",5,533736,412827,21285,967848
2008,"New Hampshire",4,384826,316534,9610,710970
2008,"New Jersey",15,2215422,1613207,48778,3877407
2008,"New Mexico",5,472422,346832,10904,830158
2008,"New York",31,4804945,2752771,83232,7640948
2008,"North Carolina",15,2142651,2128474,39664,4310789
2008,"North Dakota",3,141403,168887,7448,317738
2008,"Ohio",20,2940044,2677820,103967,5721831
2008,"Oklahoma",7,502496,960165,0,1462661
2008,"Oregon",7,1037291,738475,52098,1827864
2008,"Pennsylvania",21,3276363,2655885,83228,6015476
2008,"Rhode Island",4,296571,165391,9804,471766
2008,"South Carolina",8,862449,1034896,23624,1920969
2008,"South Dakota",3,170924,203054,7997,381975
2008,"Tennessee",11,1087437,1479178,35367,2601982
2008,"Texas",34,3528633,4479328,79830,8087791
2008,"Utah",5,327670,596030,35296,958996
2008,"Vermont",3,219262,98974,6810,325046
2008,"Virginia",13,1959532,1725005,38723,3723260
2008,"Washington",11,1750848,1229216,73197,3053261
2008,"West Virginia",5,303857,397466,13800,715123
2008,"Wisconsin",10,1677211,1262393,43813,2983417
2008,"Wyoming",3,82868,164958,6832,254658
2012,"Alabama",9,795696,1255925,22717,2074338
2012,"Alaska",3,122640,164676,13179,300495
2012,"Arizona",11,1025232,1233654,47673,2306559
2012,"Arkansas",6,394409,647744,27315,1069468
2012,"California",55,7854285,4839958,361572,13055815
2012,"Colorado",9,1323102,1185243,63501,2571846
2012,"Connecticut",7,905109,634899,18985,1558993
2012,"Delaware",3,242584,165484,5853,413921
2012,"D. C.",3,267070,21381,5313,293764
2012,"Florida",29,4237756,4163447,90972,8492175
2012,"Georgia",16,1773827,2078688,55854,3908369
2012,"Hawaii",4,306658,121015,7024,434697
2012,"Idaho",4,212787,420911,23044,656742
2012,"Illinois",20,3019512,2135216,96704,5251432
2012,"Indiana",11,1154275,1422872,55996,2633143
2012,"Iowa",6,822544,730617,29019,1582180
2012,"Kansas",6,439908,689809,27815,1157532
2012,"Kentucky",8,679370,1087190,31488,1798048
2012,"Louisiana",8,809141,1152262,32662,1994065
2012,"Maine",4,401306,292276,19598,713180
2012,"Maryland",10,1677844,971869,57614,2707327
2012,"Massachusetts",11,1921761,1188460,57546,3167767
2012,"Michigan",16,2564569,2115256,65491,4745316
2012,"Minnesota",10,1546167,1320225,70169,2936561
2012,"Mississippi",6,562949,710746,11889,1285584
2012,"Missouri",10,1223796,1482440,57453,2763689
2012,"Montana",3,201839,267928,14717,484484
2012,"Nebraska",5,302081,475064,17234,794379
2012,"Nevada",6,531373,463567,19978,1014918
2012,"New Hampshire",4,369561,329918,11493,710972
2012,"New Jersey",14,2126610,1478749,45781,3651140
2012,"New Mexico",5,415335,335788,32634,783757
2012,"New York",29,4485877,2490496,105163,7081536
2012,"North Carolina",15,2178391,2270395,56586,4505372
2012,"North Dakota",3,124827,188163,9637,322627
2012,"Ohio",18,2827709,2661437,101788,5590934
2012,"Oklahoma",7,443547,891325,0,1334872
2012,"Oregon",7,970488,754175,64607,1789270
2012,"Pennsylvania",20,2990274,2680434,84912,5755620
2012,"Rhode Island",4,279677,157204,9168,446049
2012,"South Carolina",9,865941,1071645,26532,1964118
2012,"South Dakota",3,145039,210610,8166,363815
2012,"Tennessee",11,960709,1462330,37865,2460904
2012,"Texas",38,3308124,4569843,121690,7999657
2012,"Utah",6,251813,740600,28448,1020861
2012,"Vermont",3,199239,92698,7353,299290
2012,"Virginia",13,1971820,1822522,60147,3854489
2012,"Washington",12,1755396,1290670,99892,3145958
2012,"West Virginia",5,238269,417655,16195,672119
2012,"Wisconsin",10,1620985,1407966,39483,3068434
2012,"Wyoming",3,69286,170962,8813,249061
2016,"Alabama",9,729547,1318255,75570,2123372
2016,"Alaska",3,116454,163387,38767,318608
2016,"Arizona",11,1161167,1252401,191089,2604657
2016,"Arkansas",6,380494,684872,65269,1130635
2016,"California",55,8753788,4483810,1000286,14237884
2016,"Colorado",9,1338870,1202484,238893,2780247
2016,"Connecticut",7,897572,673215,74133,1644920
2016,"Delaware",3,235603,185127,23084,443814
2016,"D. C.",3,282830,12723,15715,311268
2016,"Florida",29,4504975,4617886,378756,9501617
2016,"Georgia",16,1877963,2089104,174378,4141445
2016,"Hawaii",4,266891,128847,33199,428937
2016,"Idaho",4,189765,409055,91613,690433
2016,"Illinois",20,3090729,2146015,335206,5571950
2016,"Indiana",11,1033126,1557286,167416,2757828
2016,"Iowa",6,653669,800983,111379,1566031
2016,"Kansas",6,427005,671018,94604,1192627
2016,"Kentucky",8,628854,1202971,92324,1924149
2016,"Louisiana",8,780154,1178638,70240,2029032
2016,"Maine",4,357735,335593,54599,747927
2016,"Maryland",10,1677928,943169,160349,2781446
2016,"Massachusetts",11,1995196,1090893,238957,3325046
2016,"Michigan",16,2268839,2279543,274570,4822952
2016,"Minnesota",10,1367716,1322951,254146,2944813
2016,"Mississippi",6,485131,700714,25243,1211088
2016,"Missouri",10,1071068,1594511,162094,2827673
2016,"Montana",3,177709,279240,44873,501822
2016,"Nebraska",5,284494,495961,63772,844227
2016,"Nevada",6,539260,512058,74067,1125385
2016,"New Hampshire",4,348526,345790,49980,744296
2016,"New Jersey",14,2148278,1601933,156512,3906723
2016,"New Mexico",5,385234,319666,93418,798318
2016,"New York",29,4547562,2814589,345212,7707363
2016,"North Carolina",15,2189316,2362631,189617,4741564
2016,"North Dakota",3,93758,216794,33808,344360
2016,"Ohio",18,2394164,2841005,301359,5536528
2016,"Oklahoma",7,420375,949136,83481,1452992
2016,"Oregon",7,1002106,782403,216827,2001336
2016,"Pennsylvania",20,2926441,2970733,265838,6163012
2016,"Rhode Island",4,252525,180543,31076,464144
2016,"South Carolina",9,855373,1155389,92265,2103027
2016,"South Dakota",3,117458,227721,24914,370093
2016,"Tennessee",11,870695,1522925,114407,2508027
2016,"Texas",38,3877868,4685047,406311,8969226
2016,"Utah",6,310676,515231,317694,1143601
2016,"Vermont",3,178573,95369,41125,315067
2016,"Virginia",13,1981473,1769443,231836,3982752
2016,"Washington",12,1742718,1221747,351959,3316424
2016,"West Virginia",5,188794,489371,43066,721231
2016,"Wisconsin",10,1382536,1405284,188330,2976150
2016,"Wyoming",3,55973,174419,25457,255849
